168288,121,10873,818,30335,1,22,0,1,1,73,119

46406,1695,2137,249,4963,29,0,1,1,1,23,119

79520,669,65,688,6981,4,1,0,0,1,36,119

8272,43,50,127,8485,0,0,0,0,2,64,119

1884460,103479,53,12724,60065,105,0,0,1,2,34,119

168288,121,10873,818,30335,15,77,0,1,2,32,119

6997,3713,19309,236,30459,16,0,0,1,0,45,119

1884460,103479,53,12724,60065,222,306,0,0,0,47,119

1571372,873,686,2949,41399,117,258,0,3,1,85,120

8272,43,50,127,8485,1,0,0,0,2,35,120

133618,159,45,5709,5977,24,0,0,1,0,24,120

1571372,873,686,2949,41399,7,55,0,1,1,20,125

7168,715,3859,118,14393,0,1,1,1,1,79,126

345812,163,4140,1147,8610,87,257,2,2,2,46,134

1571372,873,686,2949,41399,28,123,0,2,1,70,134

2852349,771,13,29443,63137,29,42,0,0,1,35,134

78317,248,41,422,36638,1,5,1,0,1,50,134

1571372,873,686,2949,41399,35,113,0,1,2,66,135

8272,43,50,127,8485,1,0,0,0,2,65,135

1571372,873,686,2949,41399,37,125,0,2,2,76,135

446772,83,262,5672,38377,16,39,0,1,1,65,135

255816,501,130,3032,34383,4,10,0,0,2,59,136

168288,121,10873,818,30335,3,24,1,1,1,84,136

168288,121,10873,818,30335,5,0,1,1,1,29,137

5354,3189,0,102,77345,0,0,0,0,1,89,137

7168,715,3859,118,14393,0,0,1,1,2,57,138

1884460,103479,53,12724,60065,233,324,0,0,0,71,138

168288,121,10873,818,30335,14,52,0,1,2,68,139

1571372,873,686,2949,41399,19,90,0,2,2,72,140

355283,245,7989,551,13231,1,74,0,0,2,60,140

78317,248,41,422,36638,0,6,1,0,2,60,140

1056870,6254,6689,327,51595,25,0,0,1,1,77,140

1571372,873,686,2949,41399,36,133,1,3,2,49,142

2252392,487,32892,3536,81207,41,446,0,1,1,43,142

446772,83,262,5672,38377,15,32,0,1,1,11,142

1764340,747,20157,1632,40399,95,935,0,1,1,36,142

1571372,873,686,2949,41399,26,87,0,1,2,65,142

345812,163,4140,1147,8610,10,64,3,2,0,86,145

9235,1989,49259,160,64417,0,1,0,2,1,74,147

1884460,103479,53,12724,60065,249,345,0,0,0,81,147

1764340,747,20157,1632,40399,880,4192,0,0,1,18,147

7016,732,381,294,20254,1,0,2,0,1,76,147

78317,248,41,422,36638,22,38,1,0,1,43,147

1571372,873,686,2949,41399,67,206,1,1,2,30,149

7168,715,3859,118,14393,0,0,0,2,2,70,153

444523,219,74,2821,96608,38,3,0,0,2,59,153

414888,633,20927,1333,32115,174,784,0,0,1,0,153

345812,163,4140,1147,8610,10,88,3,1,1,43,159

255816,501,130,3032,34383,5,20,0,0,2,43,159

446772,83,262,5672,38377,33,69,1,0,1,31,159

1571372,873,686,2949,41399,22,123,0,3,2,67,160

9235,1989,49259,160,64417,0,2,0,1,1,58,160

345812,163,4140,1147,8610,6,39,4,1,2,53,162

1764340,747,20157,1632,40399,192,2203,0,0,0,27,162

1884460,103479,53,12724,60065,328,479,0,0,0,57,162

